COMPANY CODE,BUSINESS AREA,CREDIT CONTROL AREA,CUSTOMER,BRANCH,BRANCH NAME,CUSTOMER NAME,DOCUMENT TYPE,DOCUMENT NUMBER,BILLING DOCUMENT,REFERENCE KEY 2,REFERENCE KEY 3,ISSUED DATE,NET DUE DATE,TERMS OF PAYMENT,DUE DAYS,AMOUNT,CLEARING,COMMITTED,BALANCE,CUR.,CREDIT LIMIT,TEXT,NOT OVERDUE,1 TO 30 DD,31 TO 60 DD,> TO 60 - DD,DOC.TYPE,DIVISION,DAYS LATE AT THE END OF THE MONTH,PAYMENTS AND CREDIT NOTES,EMAIL,COMPANY CODE2,# DOCUMENT,CODE
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025770,503281578,0,0,17/09/2025,16/11/2025,0,-30,31103.33,0,0,31103.33,TTD,4300000,0,31103.33,0,0,0,Invoice,Cement,-16,0,faraz.mohammed@coosals.com,TCL,503281578,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025771,503281580,0,0,17/09/2025,16/11/2025,0,-30,26358.75,0,0,26358.75,TTD,4300000,0,26358.75,0,0,0,Invoice,Cement,-16,0,faraz.mohammed@coosals.com,TCL,503281580,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025810,503234456,0,0,12/09/2025,11/11/2025,0,-25,33403.73,0,0,33403.73,TTD,4300000,0,33403.73,0,0,0,Invoice,Cement,-11,0,faraz.mohammed@coosals.com,TCL,503234456,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025901,503240480,0,0,13/09/2025,12/11/2025,0,-26,28970.66,0,0,28970.66,TTD,4300000,0,28970.66,0,0,0,Invoice,Cement,-12,0,faraz.mohammed@coosals.com,TCL,503240480,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025902,503240481,0,0,13/09/2025,12/11/2025,0,-26,27724.61,0,0,27724.61,TTD,4300000,0,27724.61,0,0,0,Invoice,Cement,-12,0,faraz.mohammed@coosals.com,TCL,503240481,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025903,503240483,0,0,13/09/2025,12/11/2025,0,-26,28084.05,0,0,28084.05,TTD,4300000,0,28084.05,0,0,0,Invoice,Cement,-12,0,faraz.mohammed@coosals.com,TCL,503240483,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025905,503240484,0,0,13/09/2025,12/11/2025,0,-26,28443.49,0,0,28443.49,TTD,4300000,0,28443.49,0,0,0,Invoice,Cement,-12,0,faraz.mohammed@coosals.com,TCL,503240484,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025922,503270221,0,0,16/09/2025,15/11/2025,0,-29,26310.83,0,0,26310.83,TTD,4300000,0,26310.83,0,0,0,Invoice,Cement,-15,0,faraz.mohammed@coosals.com,TCL,503270221,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025923,503270225,0,0,16/09/2025,15/11/2025,0,-29,26334.79,0,0,26334.79,TTD,4300000,0,26334.79,0,0,0,Invoice,Cement,-15,0,faraz.mohammed@coosals.com,TCL,503270225,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025932,503296961,0,0,18/09/2025,17/11/2025,0,-31,36231.3,0,0,36231.3,TTD,4300000,0,36231.3,0,0,0,Invoice,Cement,-17,0,faraz.mohammed@coosals.com,TCL,503296961,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400025933,503296966,0,0,18/09/2025,17/11/2025,0,-31,34985.25,0,0,34985.25,TTD,4300000,0,34985.25,0,0,0,Invoice,Cement,-17,0,faraz.mohammed@coosals.com,TCL,503296966,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026405,503309173,0,0,19/09/2025,18/11/2025,0,-32,32349.38,0,0,32349.38,TTD,4300000,0,32349.38,0,0,0,Invoice,Cement,-18,0,faraz.mohammed@coosals.com,TCL,503309173,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026406,503309175,0,0,19/09/2025,18/11/2025,0,-32,30504.26,0,0,30504.26,TTD,4300000,0,30504.26,0,0,0,Invoice,Cement,-18,0,faraz.mohammed@coosals.com,TCL,503309175,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026558,503377654,0,0,26/09/2025,25/11/2025,0,-39,29234.25,0,0,29234.25,TTD,4300000,0,29234.25,0,0,0,Invoice,Cement,-25,0,faraz.mohammed@coosals.com,TCL,503377654,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026559,503377655,0,0,26/09/2025,25/11/2025,0,-39,28755,0,0,28755,TTD,4300000,0,28755,0,0,0,Invoice,Cement,-25,0,faraz.mohammed@coosals.com,TCL,503377655,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026560,503377657,0,0,26/09/2025,25/11/2025,0,-39,28587.26,0,0,28587.26,TTD,4300000,0,28587.26,0,0,0,Invoice,Cement,-25,0,faraz.mohammed@coosals.com,TCL,503377657,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026561,503377658,0,0,26/09/2025,25/11/2025,0,-39,29090.48,0,0,29090.48,TTD,4300000,0,29090.48,0,0,0,Invoice,Cement,-25,0,faraz.mohammed@coosals.com,TCL,503377658,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026600,503315439,0,0,20/09/2025,19/11/2025,0,-33,29114.44,0,0,29114.44,TTD,4300000,0,29114.44,0,0,0,Invoice,Cement,-19,0,faraz.mohammed@coosals.com,TCL,503315439,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026601,503315441,0,0,20/09/2025,19/11/2025,0,-33,28395.56,0,0,28395.56,TTD,4300000,0,28395.56,0,0,0,Invoice,Cement,-19,0,faraz.mohammed@coosals.com,TCL,503315441,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026687,503356981,0,0,25/09/2025,24/11/2025,0,-38,33691.28,0,0,33691.28,TTD,4300000,0,33691.28,0,0,0,Invoice,Cement,-24,0,faraz.mohammed@coosals.com,TCL,503356981,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026736,503572447,0,0,15/10/2025,14/12/2025,0,-58,27916.31,0,0,27916.31,TTD,4300000,0,27916.31,0,0,0,Invoice,Cement,-44,0,faraz.mohammed@coosals.com,TCL,503572447,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400026737,503572449,0,0,15/10/2025,14/12/2025,0,-58,28108.01,0,0,28108.01,TTD,4300000,0,28108.01,0,0,0,Invoice,Cement,-44,0,faraz.mohammed@coosals.com,TCL,503572449,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027007,503340619,0,0,23/09/2025,22/11/2025,0,-36,33715.24,0,0,33715.24,TTD,4300000,0,33715.24,0,0,0,Invoice,Cement,-22,0,faraz.mohammed@coosals.com,TCL,503340619,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027008,503340621,0,0,23/09/2025,22/11/2025,0,-36,32253.53,0,0,32253.53,TTD,4300000,0,32253.53,0,0,0,Invoice,Cement,-22,0,faraz.mohammed@coosals.com,TCL,503340621,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027009,503340623,0,0,23/09/2025,22/11/2025,0,-36,31007.48,0,0,31007.48,TTD,4300000,0,31007.48,0,0,0,Invoice,Cement,-22,0,faraz.mohammed@coosals.com,TCL,503340623,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027013,503366493,0,0,25/09/2025,24/11/2025,0,-38,28563.3,0,0,28563.3,TTD,4300000,0,28563.3,0,0,0,Invoice,Cement,-24,0,faraz.mohammed@coosals.com,TCL,503366493,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027014,503366495,0,0,25/09/2025,24/11/2025,0,-38,25975.35,0,0,25975.35,TTD,4300000,0,25975.35,0,0,0,Invoice,Cement,-24,0,faraz.mohammed@coosals.com,TCL,503366495,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027015,503366497,0,0,25/09/2025,24/11/2025,0,-38,31199.18,0,0,31199.18,TTD,4300000,0,31199.18,0,0,0,Invoice,Cement,-24,0,faraz.mohammed@coosals.com,TCL,503366497,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027107,503328457,0,0,22/09/2025,21/11/2025,0,-35,28179.9,0,0,28179.9,TTD,4300000,0,28179.9,0,0,0,Invoice,Cement,-21,0,faraz.mohammed@coosals.com,TCL,503328457,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027108,503328459,0,0,22/09/2025,21/11/2025,0,-35,31103.33,0,0,31103.33,TTD,4300000,0,31103.33,0,0,0,Invoice,Cement,-21,0,faraz.mohammed@coosals.com,TCL,503328459,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027143,503383842,0,0,27/09/2025,26/11/2025,0,-40,28323.68,0,0,28323.68,TTD,4300000,0,28323.68,0,0,0,Invoice,Cement,-26,0,faraz.mohammed@coosals.com,TCL,503383842,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027144,503383843,0,0,27/09/2025,26/11/2025,0,-40,28467.45,0,0,28467.45,TTD,4300000,0,28467.45,0,0,0,Invoice,Cement,-26,0,faraz.mohammed@coosals.com,TCL,503383843,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027145,503383844,0,0,27/09/2025,26/11/2025,0,-40,33283.91,0,0,33283.91,TTD,4300000,0,33283.91,0,0,0,Invoice,Cement,-26,0,faraz.mohammed@coosals.com,TCL,503383844,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027146,503383845,0,0,27/09/2025,26/11/2025,0,-40,30456.34,0,0,30456.34,TTD,4300000,0,30456.34,0,0,0,Invoice,Cement,-26,0,faraz.mohammed@coosals.com,TCL,503383845,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027167,503412486,0,0,30/09/2025,29/11/2025,0,-43,28922.74,0,0,28922.74,TTD,4300000,0,28922.74,0,0,0,Invoice,Cement,-29,0,faraz.mohammed@coosals.com,TCL,503412486,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027168,503412487,0,0,30/09/2025,29/11/2025,0,-43,29641.61,0,0,29641.61,TTD,4300000,0,29641.61,0,0,0,Invoice,Cement,-29,0,faraz.mohammed@coosals.com,TCL,503412487,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027195,503428435,0,0,1/10/2025,30/11/2025,0,-44,31103.33,0,0,31103.33,TTD,4300000,0,31103.33,0,0,0,Invoice,Cement,-30,0,faraz.mohammed@coosals.com,TCL,503428435,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027196,503428437,0,0,1/10/2025,30/11/2025,0,-44,30360.49,0,0,30360.49,TTD,4300000,0,30360.49,0,0,0,Invoice,Cement,-30,0,faraz.mohammed@coosals.com,TCL,503428437,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027322,503400359,0,0,29/09/2025,28/11/2025,0,-42,32636.93,0,0,32636.93,TTD,4300000,0,32636.93,0,0,0,Invoice,Cement,-28,0,faraz.mohammed@coosals.com,TCL,503400359,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027323,503400361,0,0,29/09/2025,28/11/2025,0,-42,27988.2,0,0,27988.2,TTD,4300000,0,27988.2,0,0,0,Invoice,Cement,-28,0,faraz.mohammed@coosals.com,TCL,503400361,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027324,503400362,0,0,29/09/2025,28/11/2025,0,-42,32900.51,0,0,32900.51,TTD,4300000,0,32900.51,0,0,0,Invoice,Cement,-28,0,faraz.mohammed@coosals.com,TCL,503400362,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027325,503400364,0,0,29/09/2025,28/11/2025,0,-42,28659.15,0,0,28659.15,TTD,4300000,0,28659.15,0,0,0,Invoice,Cement,-28,0,faraz.mohammed@coosals.com,TCL,503400364,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027398,503469576,0,0,6/10/2025,5/12/2025,0,-49,32565.04,0,0,32565.04,TTD,4300000,0,32565.04,0,0,0,Invoice,Cement,-35,0,faraz.mohammed@coosals.com,TCL,503469576,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027399,503469577,0,0,6/10/2025,5/12/2025,0,-49,28371.6,0,0,28371.6,TTD,4300000,0,28371.6,0,0,0,Invoice,Cement,-35,0,faraz.mohammed@coosals.com,TCL,503469577,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027587,503458478,0,0,4/10/2025,3/12/2025,0,-47,35057.14,0,0,35057.14,TTD,4300000,0,35057.14,0,0,0,Invoice,Cement,-33,0,faraz.mohammed@coosals.com,TCL,503458478,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027588,503458480,0,0,4/10/2025,3/12/2025,0,-47,30288.6,0,0,30288.6,TTD,4300000,0,30288.6,0,0,0,Invoice,Cement,-33,0,faraz.mohammed@coosals.com,TCL,503458480,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027689,503460559,0,0,6/10/2025,5/12/2025,0,-49,29593.69,0,0,29593.69,TTD,4300000,0,29593.69,0,0,0,Invoice,Cement,-35,0,faraz.mohammed@coosals.com,TCL,503460559,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027720,503452390,0,0,3/10/2025,2/12/2025,0,-46,30767.85,0,0,30767.85,TTD,4300000,0,30767.85,0,0,0,Invoice,Cement,-32,0,faraz.mohammed@coosals.com,TCL,503452390,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027721,503452392,0,0,3/10/2025,2/12/2025,0,-46,30672,0,0,30672,TTD,4300000,0,30672,0,0,0,Invoice,Cement,-32,0,faraz.mohammed@coosals.com,TCL,503452392,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027722,503452393,0,0,3/10/2025,2/12/2025,0,-46,31055.4,0,0,31055.4,TTD,4300000,0,31055.4,0,0,0,Invoice,Cement,-32,0,faraz.mohammed@coosals.com,TCL,503452393,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027723,503452394,0,0,3/10/2025,2/12/2025,0,-46,25328.36,0,0,25328.36,TTD,4300000,0,25328.36,0,0,0,Invoice,Cement,-32,0,faraz.mohammed@coosals.com,TCL,503452394,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027799,503528537,0,0,10/10/2025,9/12/2025,0,-53,29593.69,0,0,29593.69,TTD,4300000,0,29593.69,0,0,0,Invoice,Cement,-39,0,faraz.mohammed@coosals.com,TCL,503528537,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027816,503438468,0,0,2/10/2025,1/12/2025,0,-45,30648.04,0,0,30648.04,TTD,4300000,0,30648.04,0,0,0,Invoice,Cement,-31,0,faraz.mohammed@coosals.com,TCL,503438468,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027817,503438469,0,0,2/10/2025,1/12/2025,0,-45,34553.93,0,0,34553.93,TTD,4300000,0,34553.93,0,0,0,Invoice,Cement,-31,0,faraz.mohammed@coosals.com,TCL,503438469,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027877,503470508,0,0,7/10/2025,6/12/2025,0,-50,28922.74,0,0,28922.74,TTD,4300000,0,28922.74,0,0,0,Invoice,Cement,-36,0,faraz.mohammed@coosals.com,TCL,503470508,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027998,503515046,0,0,9/10/2025,8/12/2025,0,-52,29497.84,0,0,29497.84,TTD,4300000,0,29497.84,0,0,0,Invoice,Cement,-38,0,faraz.mohammed@coosals.com,TCL,503515046,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400027999,503515049,0,0,9/10/2025,8/12/2025,0,-52,30240.68,0,0,30240.68,TTD,4300000,0,30240.68,0,0,0,Invoice,Cement,-38,0,faraz.mohammed@coosals.com,TCL,503515049,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028100,503469578,0,0,6/10/2025,5/12/2025,0,-49,32253.53,0,0,32253.53,TTD,4300000,0,32253.53,0,0,0,Invoice,Cement,-35,0,faraz.mohammed@coosals.com,TCL,503469578,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028103,503488890,0,0,7/10/2025,6/12/2025,0,-50,34170.53,0,0,34170.53,TTD,4300000,0,34170.53,0,0,0,Invoice,Cement,-36,0,faraz.mohammed@coosals.com,TCL,503488890,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028104,503488893,0,0,7/10/2025,6/12/2025,0,-50,31462.76,0,0,31462.76,TTD,4300000,0,31462.76,0,0,0,Invoice,Cement,-36,0,faraz.mohammed@coosals.com,TCL,503488893,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028154,503539704,0,0,13/10/2025,12/12/2025,0,-56,28467.45,0,0,28467.45,TTD,4300000,0,28467.45,0,0,0,Invoice,Cement,-42,0,faraz.mohammed@coosals.com,TCL,503539704,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028155,503539706,0,0,13/10/2025,12/12/2025,0,-56,30624.08,0,0,30624.08,TTD,4300000,0,30624.08,0,0,0,Invoice,Cement,-42,0,faraz.mohammed@coosals.com,TCL,503539706,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028156,503539708,0,0,13/10/2025,12/12/2025,0,-56,26502.53,0,0,26502.53,TTD,4300000,0,26502.53,0,0,0,Invoice,Cement,-42,0,faraz.mohammed@coosals.com,TCL,503539708,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028259,503497627,0,0,8/10/2025,7/12/2025,0,-51,33475.61,0,0,33475.61,TTD,4300000,0,33475.61,0,0,0,Invoice,Cement,-37,0,faraz.mohammed@coosals.com,TCL,503497627,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028289,503504697,0,0,9/10/2025,8/12/2025,0,-52,27556.88,0,0,27556.88,TTD,4300000,0,27556.88,0,0,0,Invoice,Cement,-38,0,faraz.mohammed@coosals.com,TCL,503504697,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028312,503502642,0,0,8/10/2025,7/12/2025,0,-51,32972.4,0,0,32972.4,TTD,4300000,0,32972.4,0,0,0,Invoice,Cement,-37,0,faraz.mohammed@coosals.com,TCL,503502642,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028313,503502643,0,0,8/10/2025,7/12/2025,0,-51,27508.95,0,0,27508.95,TTD,4300000,0,27508.95,0,0,0,Invoice,Cement,-37,0,faraz.mohammed@coosals.com,TCL,503502643,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028314,503502646,0,0,8/10/2025,7/12/2025,0,-51,30983.51,0,0,30983.51,TTD,4300000,0,30983.51,0,0,0,Invoice,Cement,-37,0,faraz.mohammed@coosals.com,TCL,503502646,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028383,503535067,0,0,11/10/2025,10/12/2025,0,-54,25999.31,0,0,25999.31,TTD,4300000,0,25999.31,0,0,0,Invoice,Cement,-40,0,faraz.mohammed@coosals.com,TCL,503535067,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028384,503535068,0,0,11/10/2025,10/12/2025,0,-54,31846.16,0,0,31846.16,TTD,4300000,0,31846.16,0,0,0,Invoice,Cement,-40,0,faraz.mohammed@coosals.com,TCL,503535068,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028395,503557066,0,0,14/10/2025,13/12/2025,0,-57,28443.49,0,0,28443.49,TTD,4300000,0,28443.49,0,0,0,Invoice,Cement,-43,0,faraz.mohammed@coosals.com,TCL,503557066,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028396,503557071,0,0,14/10/2025,13/12/2025,0,-57,27149.51,0,0,27149.51,TTD,4300000,0,27149.51,0,0,0,Invoice,Cement,-43,0,faraz.mohammed@coosals.com,TCL,503557071,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028397,503557074,0,0,14/10/2025,13/12/2025,0,-57,27221.4,0,0,27221.4,TTD,4300000,0,27221.4,0,0,0,Invoice,Cement,-43,0,faraz.mohammed@coosals.com,TCL,503557074,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028563,503581723,0,0,16/10/2025,15/12/2025,0,-59,32373.34,0,0,32373.34,TTD,4300000,0,32373.34,0,0,0,Invoice,Cement,-45,0,faraz.mohammed@coosals.com,TCL,503581723,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028564,503582451,0,0,16/10/2025,15/12/2025,0,-59,33523.54,0,0,33523.54,TTD,4300000,0,33523.54,0,0,0,Invoice,Cement,-45,0,faraz.mohammed@coosals.com,TCL,503582451,6203
7802,1002,TT00,51043347,67067244,Z060 COOSA,Coosal's Concrete Limited,RV,3400028600,503528538,0,0,10/10/2025,9/12/2025,0,-53,30336.53,0,0,30336.53,TTD,4300000,0,30336.53,0,0,0,Invoice,Cement,-39,0,faraz.mohammed@coosals.com,TCL,503528538,6203
7802,1002,TT00,51043350,67067247,Z007 CP'S,CP's Plumbing and Hardware Limited,RV,3400028516,503536949,0,0,13/10/2025,20/10/2025,0,-3,11881.01,0,0,11881.01,TTD,49760,0,11881.01,0,0,0,Invoice,Cement,11,0,cpsplumbingtt@gmail.com,TCL,503536949,2960
7802,1002,TT00,51043350,67067247,Z007 CP'S,CP's Plumbing and Hardware Limited,RV,3400028751,503562764,0,0,15/10/2025,22/10/2025,0,-5,11881.01,0,0,11881.01,TTD,49760,0,11881.01,0,0,0,Invoice,Cement,9,0,cpsplumbingtt@gmail.com,TCL,503562764,2960
7802,1002,TT00,51043350,67067247,Z007 CP'S,CP's Plumbing and Hardware Limited,DZ,9000018970,0,RRB01,7687/2119/0126/0,13/10/2025,13/10/2025,0,0,-11881.01,0,0,-11881.01,TTD,49760,OR# 503536955,0,0,0,0,Payment,Cement,18,-11881.01,cpsplumbingtt@gmail.com,TCL,9000018970,2960
7802,1002,TT00,51043350,67067247,Z007 CP'S,CP's Plumbing and Hardware Limited,DZ,9000020002,0,RRB01,7687/3812/0126/0,15/10/2025,15/10/2025,0,0,-11881.01,0,0,-11881.01,TTD,49760,OR# 503562347,0,0,0,0,Payment,Cement,16,-11881.01,cpsplumbingtt@gmail.com,TCL,9000020002,2960
7802,1002,TT00,51043352,67067249,ZCON CRETE,Cretelife Project Management,X8,5000000018,0,0,0,6/05/2021,6/05/2021,0,1625,100800,46113.75,0,54686.25,TTD,0,TCL-200249,0,0,0,54686.25,Bounced Cheque,Cement,1639,0,0,TCL,5000000018,9798
7802,1002,TT00,51043352,67067249,ZCON CRETE,Cretelife Project Management,RD,5000002023,0,TRANSFER,0,6/02/2024,6/02/2024,0,619,5000,0,0,5000,TTD,0,0,0,0,0,5000,Bounced Cheque,Cement,633,0,0,TCL,5000002023,9798
7802,1002,TT00,51054522,67100761,CTV BUILDING &,CTV Building & Hardware,DG,3000082774,503459803,0,0,5/10/2025,5/10/2025,0,12,-57.78,0,0,-57.78,TTD,8600,0,0,0,0,0,Credit Note,Cement,26,-57.78,ctvbuildingandhardware@gmail.com,TCL,503459803,4028
7802,1002,TT00,51043356,67067254,CRMA Z007 D & A,D & A Hardware and Contractors Ltd,RV,3400028667,503582367,0,0,16/10/2025,23/10/2025,0,-6,12091.28,0,0,12091.28,TTD,99510,0,12091.28,0,0,0,Invoice,Cement,8,0,dandahardware@gmail.com,TCL,503582367,5474
7802,1002,TT00,51043356,67067254,CRMA Z007 D & A,D & A Hardware and Contractors Ltd,RV,3400028772,503573396,0,0,16/10/2025,23/10/2025,0,-6,12091.28,0,0,12091.28,TTD,99510,0,12091.28,0,0,0,Invoice,Cement,8,0,dandahardware@gmail.com,TCL,503573396,5474
7802,1002,TT00,51043356,67067254,CRMA Z007 D & A,D & A Hardware and Contractors Ltd,RV,3400028926,503583536,0,0,17/10/2025,24/10/2025,0,-7,12091.28,0,0,12091.28,TTD,99510,0,12091.28,0,0,0,Invoice,Cement,7,0,dandahardware@gmail.com,TCL,503583536,5474
7802,1002,TT00,51043356,67067254,CRMA Z007 D & A,D & A Hardware and Contractors Ltd,RV,3400028933,503583718,0,0,17/10/2025,24/10/2025,0,-7,12091.28,0,0,12091.28,TTD,99510,0,12091.28,0,0,0,Invoice,Cement,7,0,dandahardware@gmail.com,TCL,503583718,5474
7802,1002,TT00,51043356,67067254,CRMA Z007 D & A,D & A Hardware and Contractors Ltd,RV,3400028937,503583990,0,0,17/10/2025,24/10/2025,0,-7,12091.28,0,0,12091.28,TTD,99510,0,12091.28,0,0,0,Invoice,Cement,7,0,dandahardware@gmail.com,TCL,503583990,5474
7802,1002,TT00,51043357,67067255,Z007 D & K,D & K's Transport Services,DZ,9000009293,0,STT01,20250513/0739/,13/05/2025,13/05/2025,0,0,-6150.77,-5940.51,0,-210.26,TTD,17120,INV# 501946965,0,0,0,0,Payment,Cement,171,-210.26,kbachan69@gmail.com,TCL,9000009293,4393
7802,1002,TT00,51043357,67067255,Z007 D & K,D & K's Transport Services,DZ,9000010869,0,STT01,20250526/0740/,28/05/2025,26/05/2025,0,0,-6150.77,-5940.51,0,-210.26,TTD,17120,INV#502113912,0,0,0,0,Payment,Cement,158,-210.26,kbachan69@gmail.com,TCL,9000010869,4393
